Division Name,Promo Name,Bill No,Barcode,Article Name,Section Name,Site Name,Bill Date,Category Name2,Category Name1,Category Name4,Department Name,MRP,HSN Code,Short Name,Qty,Sale MRP,Selling Amt,Tax Amount,Tax Percent,Taxable Amount,Vendor Name,Sales Type,Partner Name,City,Discount Amount,ASM,Site Short Name,Color
NSM,"",D77/FCM/05221/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 16:38:17,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,5,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,PAPER BAG
Footwear,PEAW25ML120326FTW2599,D77/FCM/05221/Mar/26,199252106582,896461ID-TPE,Womens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 16:38:17,8,SLIDE,AW 2025,MODERN COMFORT,2599,64041990,REGGAE DAY,1,2599.00,2599.00,123.76,5.00,2475.24,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,TAUPE
Footwear,PEAW25ML120326FTW1599,D77/FCM/05221/Mar/26,199252304766,894516ID-BBK,Mens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 16:38:17,9,SLIPPER,SS 2026,Outdoor,1599,64041990,EAFORD,1,1599.00,1599.00,76.14,5.00,1522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,BLACK
Footwear,"",D77/FCM/05221/Mar/26,198376833923,229210-BKLM,Mens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 16:38:17,9,SANDAL,CF AW25,Performance,6999,64041990,GO WALK FLEX SANDAL-EASY,1,6999.00,6999.00,1067.64,18.00,5931.36,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,BLACK/LIME
Footwear,"",D77/FCM/05222/Mar/26,196989612713,246078-GRY,Mens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 16:54:42,10,SHOE,CF AW23,Performance,15999,64041190,GO RUN MAX ROAD 6,1,15999.00,15999.00,2440.52,18.00,13558.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,GRAY
Apparel,8. Ded..,D77/FCM/05222/Mar/26,198739238389,SH0047ID-NVY,Mens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 16:54:42,L,SHORTS,AW 2024,Performance,2299,61034300,MENS WOVEN SHORTS,1,2299.00,2161.06,102.90,5.00,2058.16,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,NAVY
Accessories,"",D77/FCM/05222/Mar/26,199025035330,Z20095ID-NVGW,Mens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 16:54:42,L,SOCKS,SS 2025,Lifestyle,699,61159910,3pk Men Non Terry Bamboo,1,699.00,699.00,33.28,5.00,665.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,NVY/GRY/WHT
NSM,"",D77/FCM/05222/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 16:54:42,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,2,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,PAPER BAG
Footwear,PEAW25ML120326FTW1599,D77/FCM/05222/Mar/26,199252304773,894516ID-BBK,Mens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 16:54:42,10,SLIPPER,SS 2026,Outdoor,1599,64041990,EAFORD,1,1599.00,1599.00,76.14,5.00,1522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,BLACK
Footwear,"",D77/FCM/05223/Mar/26,195969970171,140460-NVY,Womens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 17:54:45,7,SLIPPER,SS 2024,Performance,6499,64029990,HYPER SLIDE,1,5499.00,5499.00,838.84,18.00,4660.16,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,NAVY
Footwear,"",D77/FCM/05223/Mar/26,196642875141,204804-NVY,Mens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 17:54:45,10,SHOE,AW 2024,MENS USA,6999,64041990,PARSON - RALVEN,1,6999.00,6999.00,1067.64,18.00,5931.36,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,NAVY
Footwear,"",D77/FCM/05223/Mar/26,196989861845,246021-OLV,Mens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 17:54:45,10,SLIPPER,CF SS24,Performance,6499,64029990,HYPER SLIDE - SIMPLEX,1,6499.00,6499.00,991.38,18.00,5507.62,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,OLIVE
NSM,"",D77/FCM/05223/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 17:54:45,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,3,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,PAPER BAG
Apparel,SS26Fest190326APP-ML,D77/FCM/05224/Mar/26,199252312440,JA0014ID-BROL,Womens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 18:17:57,S,JACKETS,AW 2025,Performance,4499,62024090,COLOR BLOCKED JACKET,1,4499.00,3149.30,480.40,18.00,2668.90,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,BROWN/OLIVE
Footwear,"",D77/FCM/05224/Mar/26,199025820226,150404-NTTP,Womens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 18:17:57,9,SHOE,SS 2026,Sports,7499,64041990,CONTOUR FOAM,1,7499.00,7499.00,1143.92,18.00,6355.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,NATURAL/TAUPE
NSM,"",D77/FCM/05224/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 18:17:57,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,3,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,PAPER BAG
Apparel,9. Ded..,D77/FCM/05224/Mar/26,199025717793,SH0059ID-TPBL,Mens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 18:17:57,L,SHORTS,AW 2025,Lifestyle,2799,61034920,PATCH POCKET SHORTS,1,2799.00,2622.66,124.88,5.00,2497.78,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,TAUPE/BLUE
Apparel,SS26Fest190326APP-ML,D77/FCM/05224/Mar/26,199025726108,JA0115ID-WTPR,Womens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 18:17:57,XL,JACKETS,AW 2025,Performance,4499,61103010,PLACEMENT PRINT JACKET,1,4499.00,3149.30,480.40,18.00,2668.90,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,WHITE/TURQ/PURPLE
Accessories,"",D77/FCM/05224/Mar/26,196311238383,S20013ID-GYBK,Womens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 18:17:57,M,SOCKS,AW 2021,Performance,599,61159500,3PK MCR FBR N.TRY N.SHOW,1,599.00,599.00,28.52,5.00,570.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,GRAY/BLACK
NSM,"",D77/FCM/05225/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 20:26:23,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,PAPER BAG
Footwear,"",D77/FCM/05225/Mar/26,199025961998,216417-BBK,Mens,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 20:26:23,9H,SHOE,AW 2025,Performance,11999,64041990,GO WALK MASSAGE FIT-NEIL,1,11999.00,11999.00,1830.36,18.00,10168.64,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,BLACK
NSM,"",D77/FCM/05226/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 21:05:33,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,PAPER BAG
Footwear,PEAW25ML120326FTW2199,D77/FCM/05226/Mar/26,198376102555,319202LI-NPTQ,Girls,V S CORP-VIJAYAWADA 2 VSN MALL,2026-03-20 21:05:33,11,SHOE,SS 2025,Casual,2499,64041190,GO RUN 400,1,2499.00,2199.00,104.72,5.00,2094.28,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Vijayawada,0.00,Kailash -South/Ajay Bahadur,1013500017,NEON PINK/TURQUOISE
NSM,"",G69/FCM/02600/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP-NALLAGANDLA-HYDERABAD,2026-03-20 21:14:26,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,1013500020,PAPER BAG
Footwear,"",B08/FCM/03397/Mar/26,199025483520,150331-MVE,Womens,V S CORP - KAKINADA,2026-03-20 18:38:10,10,SHOE,CF AW25,Sports,7499,64041990,ARCH FIT 2.0,1,7499.00,7499.00,1143.92,18.00,6355.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,MAUVE
Accessories,"",B08/FCM/03397/Mar/26,199025035422,Z20103ID-YLPK,Womens,V S CORP - KAKINADA,2026-03-20 18:38:10,M,SOCKS,SS 2025,Casual,699,61159910,3PK W NON TERRY BAMBOO L,1,699.00,699.00,33.28,5.00,665.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,YELLOW/PINK
Accessories,"",B08/FCM/03398/Mar/26,199025035330,Z20095ID-NVGW,Mens,V S CORP - KAKINADA,2026-03-20 20:45:27,L,SOCKS,SS 2025,Lifestyle,699,61159910,3pk Men Non Terry Bamboo,1,699.00,699.00,33.28,5.00,665.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,NVY/GRY/WHT
Footwear,"",B08/FCM/03398/Mar/26,199025377423,216812-NVGY,Mens,V S CORP - KAKINADA,2026-03-20 20:45:27,8,SHOE,AW 2025,Performance,9999,64041990,GO WALK ARCH FIT 2.0,1,9999.00,9999.00,1525.28,18.00,8473.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,NAVY/GRAY
NSM,"",B08/FCM/03398/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - KAKINADA,2026-03-20 20:45:27,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Kakinada,0.00,Kailash -South/Ajay Bahadur,MFN0130,PAPER BAG
NSM,"",B09/FCM/03454/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - NELLORE,2026-03-20 13:11:01,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,3,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,PAPER BAG
Footwear,"",B09/FCM/03454/Mar/26,199025074377,246086-NTBL,Mens,V S CORP - NELLORE,2026-03-20 13:11:01,10,SHOE,CF AW25,Performance,8999,64041190,GO RUN SUPERSONIC MAX,1,8999.00,8999.00,1372.72,18.00,7626.28,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,NATURAL/BLUE
Footwear,PEAW25ML120326FTW2299,B09/FCM/03454/Mar/26,199252383792,896458ID-LTMV,Womens,V S CORP - NELLORE,2026-03-20 13:11:01,8,SLIPPER,SS 2026,MODERN COMFORT,2299,64041990,ULTRA FLEX,1,2299.00,2299.00,109.48,5.00,2189.52,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,LIGHT MAUVE
Footwear,"",B09/FCM/03454/Mar/26,198739854428,216783-SLT,Mens,V S CORP - NELLORE,2026-03-20 13:11:01,11,SHOE,AW 2025,Performance,8999,64041990,GO WALK 8 - PATE,1,8999.00,8999.00,1372.72,18.00,7626.28,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,SLATE
Accessories,"",B09/FCM/03454/Mar/26,199025035286,Z20106ID-BKNV,Mens,V S CORP - NELLORE,2026-03-20 13:11:01,L,SOCKS,SS 2025,Lifestyle,549,61159500,3PK M STRIPED NON TERRY A,1,549.00,549.00,26.14,5.00,522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,BLACK/NAVY
Accessories,"",B09/FCM/03454/Mar/26,199025035279,Z20105ID-BCBL,Mens,V S CORP - NELLORE,2026-03-20 13:11:01,L,SOCKS,SS 2025,Lifestyle,599,61159500,3PK M AOP NON TERRY ANKLE,1,599.00,599.00,28.52,5.00,570.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,BLACK/CHARCOAL/BLUE
Footwear,"",B09/FCM/03455/Mar/26,197627729268,232446-TPE,Mens,V S CORP - NELLORE,2026-03-20 14:22:46,9,SHOE,SS 2024,Sports,7999,64041990,D''LUX WALKER 2.0-REZINAT,1,7999.00,7999.00,1220.18,18.00,6778.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,TAUPE
NSM,"",B09/FCM/03455/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - NELLORE,2026-03-20 14:22:46,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,PAPER BAG
NSM,"",B09/FCM/03456/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - NELLORE,2026-03-20 16:38:07,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,PAPER BAG
Footwear,SS26Fest190326FTW-ML,B09/FCM/03456/Mar/26,197976393776,220581-BLK,Mens,V S CORP - NELLORE,2026-03-20 16:38:07,8,SHOE,SS 2025,Performance,10999,64041190,MAX CUSHIONING ARCH FIT 2,1,10999.00,8799.20,1342.26,18.00,7456.94,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,BLACK
Footwear,PEAW25ML120326FTWOSL50,B09/FCM/03457/Mar/26,196642739344,104374-GRY,Womens,V S CORP - NELLORE,2026-03-20 18:02:32,8,SHOE,SS 2025,Sports Active,6499,64041990,ARCH FIT VISTA-MESMERIZI,1,6499.00,3249.50,495.68,18.00,2753.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,GRAY
NSM,"",B09/FCM/03457/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - NELLORE,2026-03-20 18:02:32,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,PAPER BAG
Accessories,"",B09/FCM/03458/Mar/26,199025035422,Z20103ID-YLPK,Womens,V S CORP - NELLORE,2026-03-20 19:05:17,M,SOCKS,SS 2025,Casual,699,61159910,3PK W NON TERRY BAMBOO L,1,699.00,699.00,33.28,5.00,665.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,YELLOW/PINK
NSM,"",B09/FCM/03458/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - NELLORE,2026-03-20 19:05:17,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,PAPER BAG
Footwear,"",B09/FCM/03458/Mar/26,198739854404,216783-SLT,Mens,V S CORP - NELLORE,2026-03-20 19:05:17,10,SHOE,AW 2025,Performance,8999,64041990,GO WALK 8 - PATE,1,8999.00,8999.00,1372.72,18.00,7626.28,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,SLATE
Footwear,"",B09/FCM/03459/Mar/26,199025486293,216777-NVOR,Mens,V S CORP - NELLORE,2026-03-20 20:08:32,10,SHOE,AW 2025,Performance,7499,64041990,GO WALK 8 - GABE,1,7499.00,7499.00,1143.92,18.00,6355.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,NVY/ORNG
NSM,"",B09/FCM/03459/Mar/26,750343893025,CARRYS-AST,POS,V S CORP - NELLORE,2026-03-20 20:08:32,M,CARRY BAG,AW 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG-M,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,PAPER BAG
Footwear,"",B09/FCM/03459/Mar/26,198376319366,216559-BKGY,Mens,V S CORP - NELLORE,2026-03-20 20:08:32,10,SHOE,AW 2024,Performance,7999,64041190,GO WALK 7 - HAHN,1,7999.00,7999.00,1220.18,18.00,6778.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,BLACK/GRAY
Footwear,"",B09/FCM/03459/Mar/26,199703520394,894625ID-CCLM,Mens,V S CORP - NELLORE,2026-03-20 20:08:32,10,SLIPPER,SS 2026,Sports,1699,64041990,EAFORD,1,1699.00,1699.00,80.90,5.00,1618.10,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,CHRCL/LIME
NSM,"",B09/FCM/03459/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - NELLORE,2026-03-20 20:08:32,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,2,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,PAPER BAG
NSM,"",B09/FCM/03460/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - NELLORE,2026-03-20 20:55:24,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,PAPER BAG
Footwear,"",B09/FCM/03460/Mar/26,197627428741,246078-LTBL,Mens,V S CORP - NELLORE,2026-03-20 20:55:24,10,SHOE,CF AW25,Performance,15999,64041190,GO RUN MAX ROAD 6,1,15999.00,15999.00,2440.52,18.00,13558.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,LT.BLUE
NSM,"",B09/FCM/03460/Mar/26,750343893025,CARRYS-AST,POS,V S CORP - NELLORE,2026-03-20 20:55:24,M,CARRY BAG,AW 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG-M,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,PAPER BAG
Accessories,"",B09/FCM/03460/Mar/26,198376283995,S20077ID-MULT,Mens,V S CORP - NELLORE,2026-03-20 20:55:24,L,SOCKS,AW 2024,Performance,649,61159600,3PK MENS HALF TERY ANKLE,1,649.00,649.00,30.90,5.00,618.10,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Nellore,0.00,Kailash -South/Ajay Bahadur,MFN0155,MULTI
NSM,"",B38/FCM/04172/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - PUNJAGUTTA,2026-03-20 11:54:42,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0158,PAPER BAG
Accessories,"",B38/FCM/04172/Mar/26,199025035293,Z20091ID-OLBK,Mens,V S CORP - PUNJAGUTTA,2026-03-20 11:54:42,L,SOCKS,SS 2025,Lifestyle,549,61159500,3PK MENS CNTRST NON TERRY,1,549.00,549.00,26.14,5.00,522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0158,OLIVE/BLK
Footwear,"",B38/FCM/04173/Mar/26,198739676341,125507-PKMT,Womens,V S CORP - PUNJAGUTTA,2026-03-20 13:09:29,7,SHOE,AW 2025,Performance,7499,64041990,GO WALK FLEX - NOVA,1,7499.00,7499.00,1143.92,18.00,6355.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0158,PINK/MULTI
NSM,"",B38/FCM/04173/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - PUNJAGUTTA,2026-03-20 13:09:29,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0158,PAPER BAG
NSM,"",B38/FCM/04174/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - PUNJAGUTTA,2026-03-20 14:43:09,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0158,PAPER BAG
Accessories,"",B38/FCM/04174/Mar/26,199252096463,Z20132ID-AQPK,Unisex,V S CORP - PUNJAGUTTA,2026-03-20 14:43:09,M,SOCKS,AW 2025,Lifestyle,599,61159500,3PK WOMN STRCTURD NON TER,1,599.00,599.00,28.52,5.00,570.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0158,AQUA/PINK
Footwear,PEAW25ML120326FTW2599,B38/FCM/04174/Mar/26,197976949379,31560ID-RSGD,Womens,V S CORP - PUNJAGUTTA,2026-03-20 14:43:09,7,SANDAL,FCF SS25,CALI,2999,64029990,MEDITATION,1,2999.00,2599.00,123.76,5.00,2475.24,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0158,ROSE GOLD
NSM,"",B38/FCM/04175/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - PUNJAGUTTA,2026-03-20 15:26:12,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0158,PAPER BAG
Footwear,"",B38/FCM/04175/Mar/26,196989935638,232700-BBK,Mens,V S CORP - PUNJAGUTTA,2026-03-20 15:26:12,10,SHOE,CF SS25,Sports,6999,64041190,ARCH FIT 2.0,1,6999.00,6999.00,1067.64,18.00,5931.36,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0158,BLACK
